,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
388,zilair,67,RU,1569467893,88,52.23,57.44,32.69,3.49
389,brokopondo,0,SR,1569467893,88,5.06,-54.98,79.0,4.7
390,fare,81,PF,1569467894,82,-16.7,-151.02,78.41,15.7
391,manjacaze,80,MZ,1569467894,73,-24.71,33.88,62.14,10.0
392,yerbogachen,31,RU,1569467894,67,61.28,108.01,44.42,9.37
393,farah,0,AF,1569467894,12,32.37,62.11,81.97,6.96
394,shinuhayr,0,AM,1569467894,37,39.43,46.32,47.12,3.31
395,caravelas,12,BR,1569467894,84,-17.73,-39.27,72.65,10.47
396,provost,85,CA,1569467894,71,52.35,-110.26,45.61,4.65
397,cabedelo,20,BR,1569467895,94,-6.97,-34.84,71.6,4.7
398,meulaboh,100,ID,1569467895,81,4.14,96.13,80.06,4.36
399,soyo,38,AO,1569467895,87,-6.13,12.37,75.71,8.14
400,meadow lake,0,CA,1569467895,92,54.13,-108.44,39.6,4.14
401,adrar,0,DZ,1569467895,9,27.87,-0.29,80.6,5.82
402,quatre cocos,40,MU,1569467896,94,-20.21,57.76,71.01,3.36
403,san angelo,1,US,1569467653,51,31.46,-100.44,82.99,6.93
404,casas grandes,47,MX,1569467896,96,30.15,-110.24,64.31,3.87
405,ketchikan,90,US,1569467896,87,55.34,-131.65,51.8,9.17
406,serebryanyy bor,4,RU,1569467897,75,56.8,124.8,48.74,9.15
407,hit,0,IQ,1569467897,21,33.64,42.83,75.58,5.28
408,sendafa,86,ET,1569467897,78,9.16,39.02,53.39,4.59
409,anamur,20,TR,1569467897,100,36.08,32.84,64.4,4.7
410,ati,55,TD,1569467897,49,13.21,18.34,86.49,9.93
411,miguel hidalgo,90,MX,1569467898,87,19.41,-99.19,60.8,6.93
412,lihula,0,EE,1569467898,100,58.68,23.83,33.8,3.36
413,gamba,0,CN,1569467898,44,28.28,88.52,41.8,3.06
414,vardo,1,US,1569467898,82,39.62,-77.74,66.2,3.42
415,taguatinga,75,BR,1569467898,78,-15.83,-48.06,71.6,5.82
416,arman,97,RU,1569467899,59,59.7,150.17,37.76,10.54
417,samarai,96,PG,1569467899,92,-10.62,150.67,75.8,7.61
418,touros,20,BR,1569467899,88,-5.2,-35.46,71.6,4.7
419,celestun,0,MX,1569467899,83,20.87,-90.4,82.91,12.03
420,bodden town,20,KY,1569467899,83,19.28,-81.25,84.2,4.7
421,shar,100,NG,1569467899,96,7.3,8.73,73.69,8.39
422,santa cruz,95,BR,1569467899,83,-6.22,-36.02,66.17,8.01
423,slave lake,75,CA,1569467900,70,55.28,-114.77,48.2,5.82
424,sibolga,23,ID,1569467899,80,1.74,98.78,79.74,7.0
425,nuuk,0,GL,1569467900,61,64.17,-51.74,39.2,16.11
426,beyneu,86,KZ,1569467900,75,45.32,55.19,53.53,13.27
427,calhoun,1,US,1569467900,73,34.5,-84.95,79.0,1.61
428,magan,0,OM,1569467900,58,24.42,56.58,84.2,3.36
429,poso,87,ID,1569467901,57,-1.4,120.75,76.64,5.75
430,lodja,100,CD,1569467901,97,-3.52,23.6,65.38,2.19
431,soto la marina,28,MX,1569467901,83,23.77,-98.21,77.96,7.67
432,hatillo,1,PR,1569467901,94,18.49,-66.83,80.01,3.36
433,dong hoi,38,VN,1569467901,78,17.48,106.6,78.82,8.3
434,markova,75,RU,1569467901,87,52.21,104.21,53.6,8.95
435,gornyak,100,KZ,1569467901,66,51.0,81.46,47.52,2.64
436,biltine,84,TD,1569467902,29,14.53,20.93,88.16,3.22
437,ojinaga,1,US,1569467902,51,29.56,-104.41,82.4,3.36
438,rawson,0,AR,1569467902,44,-43.3,-65.11,61.22,10.07
439,navlya,0,RU,1569467902,65,52.83,34.5,41.0,4.47
440,danville,1,US,1569467757,45,37.82,-122.0,87.01,5.5
441,paamiut,0,GL,1569467902,67,61.99,-49.67,42.82,18.95
442,marsaxlokk,0,MT,1569467902,88,35.84,14.54,73.0,5.82
443,dauphin,1,CA,1569467903,70,51.15,-100.04,42.8,8.05
444,alofi,75,NU,1569467903,65,-19.06,-169.92,78.8,11.41
445,sines,0,PT,1569467903,92,37.96,-8.87,59.0,5.01
446,talakan,0,RU,1569467903,44,50.29,130.28,59.36,3.44
447,havelock,1,US,1569467903,78,34.88,-76.9,78.8,4.7
448,itanhem,41,BR,1569467903,96,-17.17,-40.33,62.01,2.01
449,nha trang,75,VN,1569467904,79,12.24,109.19,86.0,11.41
450,viedma,27,AR,1569467904,55,-40.81,-62.99,56.84,7.78
451,jalu,0,LY,1569467904,83,29.03,21.55,68.51,7.16
452,coari,60,BR,1569467904,93,-4.09,-63.14,74.74,3.42
453,batagay-alyta,100,RU,1569467904,78,67.8,130.41,26.59,4.25
454,moberly,75,US,1569467904,68,39.42,-92.44,72.0,6.93
455,pisco,0,PE,1569467904,82,-13.71,-76.2,62.6,10.29
456,nong khae,30,TH,1569467905,66,14.34,100.87,90.0,4.7
457,burnie,92,AU,1569467906,68,-41.05,145.91,57.99,14.0
458,roald,0,NO,1569467906,81,62.58,6.12,46.99,8.05
459,puerto carreno,100,CO,1569467906,94,6.19,-67.49,77.0,3.94
460,nakamura,75,JP,1569467907,61,35.17,136.87,90.0,3.36
461,cumana,20,VE,1569467907,83,10.46,-64.17,80.6,7.45
462,yermakovskoye,82,RU,1569467907,76,53.28,92.4,51.21,3.65
463,the valley,20,AI,1569467907,88,18.22,-63.06,82.4,6.93
464,bridlington,100,GB,1569467907,93,54.08,-0.19,59.0,5.82
465,miri,100,NG,1569467907,76,10.31,9.75,72.81,3.29
466,kinablangan,17,PH,1569467908,61,7.69,126.55,84.44,5.57
467,bemidji,1,US,1569467908,81,47.48,-94.89,48.99,5.82
468,esmeraldas,75,BR,1569467636,87,-19.76,-44.31,64.4,4.7
469,arroyo,91,BO,1569467908,89,-11.08,-66.08,74.02,3.62
470,dennery,20,LC,1569467908,79,13.9,-60.89,84.2,11.41
471,tome,75,JP,1569467908,46,38.69,141.2,71.6,1.12
472,negombo,20,LK,1569467909,74,7.21,79.83,80.6,2.24
473,san policarpo,9,PH,1569467909,72,12.18,125.51,83.59,6.13
474,sistranda,0,NO,1569467909,70,63.73,8.83,51.01,19.46
475,lock haven,40,US,1569467909,67,41.14,-77.45,63.0,3.6
476,norden,75,DE,1569467909,93,53.59,7.21,59.0,8.05
477,waitati,100,NZ,1569467910,70,-45.75,170.57,45.0,34.0
478,pucallpa,20,PE,1569467910,83,-8.38,-74.54,78.8,4.7
479,tikapur,94,NP,1569467910,83,28.53,81.12,73.99,6.38
480,kayseri,75,TR,1569467910,100,38.73,35.48,54.0,3.47
481,taoudenni,0,ML,1569467911,12,22.68,-3.98,91.08,4.12
482,sitamarhi,100,IN,1569467911,93,26.6,85.49,75.13,10.74
483,belaya gora,91,RU,1569467911,57,68.54,146.19,33.68,6.96
484,zaysan,100,KZ,1569467911,21,47.47,84.87,62.17,1.14
485,dongsheng,100,CN,1569467912,40,29.72,112.52,83.9,2.91
486,miramar,75,CR,1569467729,100,10.09,-84.73,68.0,6.93
487,suwannaphum,20,TH,1569467912,62,15.61,103.81,88.0,9.17
488,diu,92,IN,1569467719,87,20.71,70.98,80.19,7.31
489,nome,1,US,1569467912,83,30.04,-94.42,78.01,5.1
490,nanortalik,0,GL,1569467912,83,60.14,-45.24,41.18,2.35
491,hun,100,BE,1569467912,93,50.34,4.87,57.99,9.17
492,halifax,90,CA,1569467912,93,44.65,-63.58,57.0,10.29
493,kalmunai,99,LK,1569467913,78,7.42,81.82,79.83,3.06
494,dunedin,100,NZ,1569467913,70,-45.87,170.5,45.0,34.0
495,juybar,0,IR,1569467913,93,36.64,52.91,64.4,2.24
496,broken hill,0,AU,1569467913,19,-31.97,141.45,71.6,6.93
497,albury,2,AU,1569467913,48,-36.08,146.92,66.0,3.36
498,kavaratti,75,IN,1569467914,83,10.57,72.64,80.6,4.7
499,lundazi,94,ZM,1569467914,77,-12.29,33.17,60.86,17.11
500,lanzhou,0,CN,1569467764,58,36.06,103.82,55.4,2.24
501,balatonszabadi,100,HU,1569467915,78,46.89,18.13,59.0,1.12
502,kirakira,100,SB,1569467915,80,-10.46,161.92,80.98,4.47
503,kieta,44,PG,1569467915,71,-6.22,155.63,83.0,4.5
504,muisne,100,EC,1569467915,86,0.61,-80.02,74.25,13.8
505,novoagansk,100,RU,1569467915,93,61.94,76.66,33.23,15.79
506,port blair,92,IN,1569467916,78,11.67,92.75,82.31,9.24
507,brezno,90,SK,1569467916,100,48.81,19.64,55.0,1.12
508,huarmey,100,PE,1569467916,94,-10.07,-78.15,61.25,10.6
509,porto belo,40,BR,1569467916,93,-27.15,-48.54,64.4,2.24
510,rio bonito,75,BR,1569467916,88,-22.71,-42.63,69.8,3.36
511,birkeland,100,NO,1569467916,100,58.33,8.23,52.0,11.41
512,havoysund,75,NO,1569467916,100,71.0,24.66,44.6,17.22
513,yeppoon,75,AU,1569467917,47,-23.13,150.74,78.8,13.87
514,moroto,0,UG,1569467917,73,2.53,34.66,68.8,3.33
515,katsuura,20,JP,1569467917,61,33.93,134.5,82.99,6.93
516,soe,14,EE,1569467917,89,57.91,26.05,34.0,2.24
517,klyuchi,0,RU,1569467917,44,52.25,79.17,45.02,3.42
518,kedrovyy,0,RU,1569467918,70,56.17,91.82,42.8,2.24
519,komsomolskiy,100,RU,1569467918,98,67.55,63.78,32.13,4.21
520,takoradi,98,GH,1569467918,95,4.89,-1.75,73.58,3.94
521,sao gabriel da cachoeira,73,BR,1569467918,82,-0.13,-67.09,76.16,0.56
522,talavera de la reina,31,ES,1569467918,73,39.96,-4.83,59.0,1.99
523,spokane,1,US,1569467918,33,47.66,-117.42,62.6,5.82
524,margate,20,AU,1569467919,42,-43.03,147.26,66.0,12.75
525,paracuru,20,BR,1569467919,78,-3.41,-39.03,78.8,18.34
526,chivilcoy,0,AR,1569467797,61,-34.9,-60.02,59.98,3.42
527,namwala,8,ZM,1569467920,73,-15.75,26.45,58.28,6.82
528,san quintin,0,PH,1569467921,62,17.54,120.52,86.9,3.44
529,ndioum,0,SN,1569467921,83,16.51,-14.65,82.4,2.24
530,camacha,40,PT,1569467921,68,33.08,-16.33,69.8,6.93
531,panaba,84,MX,1569467922,85,21.28,-88.27,80.75,11.79
532,umm lajj,2,SA,1569467922,72,25.02,37.27,83.52,10.33
533,neuquen,0,AR,1569467922,51,-38.95,-68.06,60.8,8.41
534,huilong,0,CN,1569467923,62,31.15,106.5,74.92,2.51
535,otradnoye,100,RU,1569467923,93,59.77,30.8,37.99,2.91
536,kalianget,9,ID,1569467923,49,-7.74,113.68,83.21,4.34
537,kargat,0,RU,1569467923,69,55.19,80.28,38.63,16.04
538,new glasgow,27,CA,1569467923,93,45.59,-62.65,55.99,7.0
539,riobamba,17,EC,1569467924,81,-1.67,-78.65,46.19,8.23
540,kunming,90,CN,1569467924,87,25.04,102.71,66.99,4.47
541,ca mau,100,VN,1569467924,70,9.18,105.15,86.65,9.73
542,melnikovo,33,RU,1569467924,66,56.55,84.09,44.01,8.01
543,ninghai,5,CN,1569467924,57,29.29,121.42,86.0,2.24
544,flinders,40,AU,1569467924,63,-34.58,150.85,66.99,12.75
545,verkh-suetka,9,RU,1569467924,48,53.3,80.05,42.75,5.66
546,flin flon,91,CA,1569467925,73,54.77,-101.88,41.9,3.67
547,biograd na moru,20,HR,1569467925,100,43.94,15.45,61.0,5.82
548,pulandian,40,CN,1569467925,73,39.4,121.96,77.0,11.18
549,ancud,0,CL,1569467925,87,-41.87,-73.83,51.8,6.93
550,ciputat,40,ID,1569467925,55,-6.31,106.75,91.99,5.82
551,ludvika,79,SE,1569467926,100,60.15,15.18,46.99,2.24
552,richards bay,99,ZA,1569467926,62,-28.77,32.06,62.51,10.89
553,yumbe,50,UG,1569467926,95,3.47,31.25,63.68,5.79
554,trapani,40,IT,1569467842,83,38.02,12.54,72.0,6.93
555,rimouski,90,CA,1569467643,100,48.45,-68.52,44.6,5.82
556,oranjemund,0,ZA,1569467926,40,-28.55,16.43,69.57,13.0
557,sulangan,25,PH,1569467926,72,11.14,123.72,83.54,5.64
558,riyadh,100,SA,1569467927,36,24.63,46.72,77.0,4.12
